,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Month
7499,2023-05-18,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 12/1,4608,4,5
7500,2023-05-16,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,3324,2,5
7501,2023-05-16,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,145573,MSUPER E.P TURBOSPEED 15W40 12/1,732,1,5
7502,2023-01-28,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,5880,1,1
7503,2023-02-09,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,5724,1,2
7504,2023-02-09,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140418,MOBIL 1 Turbo Diesel 5W-40 CTN 4X6L:TH,3672,10,2
7505,2023-03-17,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,504,10,3
7506,2023-06-21,B,ERW_BM2U2020110116,Retails,Samut Sakhon,140043,MOBIL ATF 3309 12/1,3024,1,6
7507,2023-12-26,B,ERW_BM2U2020110116,Retails,Samut Sakhon,140043,MOBIL ATF 3309 12/1,936,1,12
7508,2023-01-07,B,ERW_BM2U2020110116,Retails,Samut Sakhon,140418,MOBIL 1 Turbo Diesel 5W-40 CTN 4X6L:TH,3012,10,1
7509,2023-04-05,B,ERW_BM2U2020110120,Retails,Ratchaburi,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,168,10,4
7510,2023-09-18,B,ERW_BM2U2020110120,Retails,Ratchaburi,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,5256,10,9
7511,2023-11-02,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,143162,MOBIL DELVAC MX 15W40 12/1,5796,2,11
7512,2023-09-29,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,3936,2,9
7513,2023-04-08,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 12/1,6000,4,4
7514,2023-12-19,B,ERW_BM2U2020110125,Retails,Kanchanaburi,143099,MOBIL SUPER 1000 20W50(SN) 12/1,2352,1,12
7515,2023-11-11,B,ERW_BM2U2020110125,Retails,Kanchanaburi,140043,MOBIL ATF 3309 12/1,5172,1,11
7516,2023-02-04,B,ERW_BM2U2020110125,Retails,Kanchanaburi,140043,MOBIL ATF 3309 12/1,264,1,2
7517,2023-09-20,B,ERW_BM2U2020110126,Retails,Samut Sakhon,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,3456,10,9
7518,2023-04-07,B,ERW_BM2U2020110126,Retails,Samut Sakhon,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,396,10,4
7519,2023-01-26,B,ERW_BM2U2020110126,Retails,Samut Sakhon,140043,MOBIL ATF 3309 12/1,5964,1,1
7520,2023-05-31,B,ERW_BM2U2020110126,Retails,Samut Sakhon,145496,MOBIL DELVAC Legend 15W40 12/1,5172,2,5
7521,2023-11-30,B,ERW_BM2U2020110133,Retails,Ratchaburi,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,3780,10,11
7522,2023-08-10,B,ERW_BM2U2020110133,Retails,Ratchaburi,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,5256,10,8
7523,2023-11-14,B,ERW_BM2U2020110136,Retails,Samut Sakhon,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,1944,10,11
7524,2023-09-12,B,ERW_BM2U2020110140,Retails,Ratchaburi,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,132,10,9
7525,2023-05-31,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,3696,2,5
7526,2023-09-11,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,204,2,9
7527,2023-01-26,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,140418,MOBIL 1 Turbo Diesel 5W-40 CTN 4X6L:TH,612,10,1
7528,2023-04-26,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,139759,MOBIL SUPER 2000 TURBOSPEED 10W30 12/1,480,2,4
7529,2023-11-16,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,145568,MSUPER FRICTION FIGHTER 10W40 12/1,2976,2,11
7530,2023-03-23,B,ERW_BM2U2020110161,Retails,Samut Sakhon,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,3948,1,3
7531,2023-12-13,B,ERW_BM2U2020110173,Retails,Suphan Buri,143134,MOBIL SUPER 3000 5W30 (AIO)12/1 (B),5976,4,12
7532,2023-07-19,B,ERW_BM2U2020110173,Retails,Suphan Buri,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,2448,2,7
7533,2023-04-05,B,ERW_BM2U2020110173,Retails,Suphan Buri,139759,MOBIL SUPER 2000 TURBOSPEED 10W30 12/1,3996,2,4
7534,2023-01-20,B,ERW_BM2U2020110173,Retails,Suphan Buri,139759,MOBIL SUPER 2000 TURBOSPEED 10W30 12/1,5016,2,1
7535,2023-10-02,B,ERW_BM2U2020110173,Retails,Suphan Buri,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,3300,10,10
7536,2023-09-06,B,ERW_BM2U2020110173,Retails,Suphan Buri,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,4272,2,9
7537,2023-07-26,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,1272,1,7
7538,2023-09-19,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,134707,MOBIL DELVAC SUPER 20W-50 4X6LT CTN,5676,1,9
7539,2023-09-19,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,660,1,9
7540,2023-05-22,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,4104,1,5
7541,2023-08-29,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,2376,2,8
7542,2023-08-18,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,134707,MOBIL DELVAC SUPER 20W-50 4X6LT CTN,204,1,8
7543,2023-06-15,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,MOBIL 1 FIGHTER X2 5W50(SN) 12/1,4392,10,6
7544,2023-08-10,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,134707,MOBIL DELVAC SUPER 20W-50 4X6LT CTN,1224,1,8
7545,2023-06-30,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,134707,MOBIL DELVAC SUPER 20W-50 4X6LT CTN,2460,1,6
7546,2023-07-06,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,5916,2,7
7547,2023-07-06,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144672,MOBIL 1 Turbo Diesel 5W-40 12X1L/CAR,5844,10,7
7548,2023-05-12,B,ERW_BM2U2020110035,Reseller,Suphan Buri,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,4068,10,5
7549,2023-03-31,B,ERW_BM2U2020110035,Reseller,Suphan Buri,143162,MOBIL DELVAC MX 15W40 12/1,1476,2,3
7550,2023-05-31,B,ERW_BM2U2020110131,Retails,Bangkok,143576,MOBIL SUPER ALL-IN-ONE Pro 5W-40 12/1,2376,4,5
7551,2023-02-07,B,ERW_BTV62021100001,Retails,Ratchaburi,137224,MOBIL DELVAC SUPER 1400 15W40 12/1,4080,2,2
7552,2023-12-09,B,ERW_BVPU2021110001,Retails,Kanchanaburi,134707,MOBIL DELVAC SUPER 20W-50 4X6LT CTN,3396,1,12
7553,2023-04-05,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,MOBIL COOLANT READY MIXED 24°C 12X1L/CA,924,1,4
7554,2023-04-05,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,4308,1,4
7555,2023-05-11,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145573,MSUPER E.P TURBOSPEED 15W40 12/1,564,1,5
7556,2023-05-29,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144462,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1512,10,5
7557,2023-06-15,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143354,MOBIL SUPER 2000 10W-40 SG 12X1L/CAR,1872,2,6
7558,2023-08-21,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,1524,2,8
7559,2023-09-26,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143099,MOBIL SUPER 1000 20W50(SN) 12/1,5364,1,9
7560,2023-09-27,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,3888,2,9
7561,2023-10-14,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,MOBIL COOLANT READY MIXED 24°C 12X1L/CA,192,1,10
7562,2023-10-20,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,3432,10,10
7563,2023-11-02,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,3984,10,11
7564,2023-01-11,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,134707,MOBIL DELVAC SUPER 20W-50 4X6LT CTN,276,1,1
7565,2023-11-15,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,3900,1,11
7566,2023-11-15,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,MOBIL COOLANT READY MIXED 24°C 12X1L/CA,4680,1,11
7567,2023-01-18,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140043,MOBIL ATF 3309 12/1,36,1,1
7568,2023-01-18,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 12/1,1908,4,1
7569,2023-01-25,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,137224,MOBIL DELVAC SUPER 1400 15W40 12/1,1356,2,1
7570,2023-01-25,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143099,MOBIL SUPER 1000 20W50(SN) 12/1,1404,1,1
7571,2023-02-03,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,3564,1,2
7572,2023-02-03,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,MOBIL COOLANT READY MIXED 24°C 12X1L/CA,5544,1,2
7573,2023-12-06,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145496,MOBIL DELVAC Legend 15W40 12/1,1944,2,12
7574,2023-02-15,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,137230,MOBIL SUPER 1000 TURBOSPEED 15W40 12/1,624,1,2
7575,2023-12-12,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,5916,10,12
7576,2023-07-05,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,2460,2,7
7577,2023-05-26,B,ERW_BXG52021040276,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 12/1,2064,4,5
7578,2023-03-28,B,ERW_BM2U2020110072,Retails,Bangkok,140043,MOBIL ATF 3309 12/1,5688,1,3
7579,2023-07-24,D,ERW_DBG72020110003,Retails,Surat Thani,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,1116,2,7
7580,2023-07-28,D,ERW_DBG72020110003,Retails,Surat Thani,137221,MOBIL DELVAC MX 15W-40 12X1 LT CI-4 NEW,4656,2,7
7581,2023-12-06,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145496,MOBIL DELVAC Legend 15W40 12/1,5088,2,12
7582,2023-10-11,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145471,MOBIL DELVAC MODERN 10W-30 S DEF V2 CTN 12X1L:TH,624,2,10
7583,2023-06-09,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,140043,MOBIL ATF 3309 12/1,5196,1,6
7584,2023-06-21,D,ERW_DBG72020110008,Retails,Trang,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,1032,10,6
7585,2023-05-26,D,ERW_DBG72020110011,Retails,Surat Thani,135872,MOBILUBE LS 85W-90 12X1LT,1800,1,5
7586,2023-10-09,D,ERW_DBG72020110011,Retails,Surat Thani,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,300,2,10
7587,2023-10-09,D,ERW_DBG72020110011,Retails,Surat Thani,135872,MOBILUBE LS 85W-90 12X1LT,912,1,10
7588,2023-04-25,D,ERW_DBG72020110012,Reseller,Songkhla,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,4356,10,4
7589,2023-06-07,D,ERW_DBG72020110012,Reseller,Songkhla,145496,MOBIL DELVAC Legend 15W40 12/1,1584,2,6
7590,2023-10-26,D,ERW_DBG72020110019,Retails,Surat Thani,142890,MOBIL DELVAC MX 10W-30 12X1 LT CI-4,3924,2,10
7591,2023-08-28,D,ERW_DBG72020110019,Retails,Surat Thani,137221,MOBIL DELVAC MX 15W-40 12X1 LT CI-4 NEW,288,2,8
7592,2023-10-26,D,ERW_DBG72020110019,Retails,Surat Thani,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,2148,2,10
7593,2023-03-25,D,ERW_DBG72020110019,Retails,Surat Thani,135872,MOBILUBE LS 85W-90 12X1LT,3216,1,3
7594,2023-08-28,D,ERW_DBG72020110019,Retails,Surat Thani,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5004,2,8
7595,2023-12-05,D,ERW_DBG72020110021,Retails,Phatthalung,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,3156,2,12
7596,2023-02-25,D,ERW_DBG72020110021,Retails,Phatthalung,140418,MOBIL 1 Turbo Diesel 5W-40 CTN 4X6L:TH,5364,10,2
7597,2023-10-20,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5520,2,10
7598,2023-05-11,D,ERW_DBG72020110036,Retails,Songkhla,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,1836,10,5
7599,2023-04-12,D,ERW_DBG72020110036,Retails,Songkhla,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,4380,10,4
7600,2023-02-22,D,ERW_DBG72020110036,Retails,Songkhla,140418,MOBIL 1 Turbo Diesel 5W-40 CTN 4X6L:TH,4500,10,2
7601,2023-06-26,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,4560,2,6
7602,2023-08-29,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,5100,1,8
7603,2023-06-12,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,2568,1,6
7604,2023-09-11,D,ERW_DBG72020110038,Reseller,Phuket,145496,MOBIL DELVAC Legend 15W40 12/1,876,2,9
7605,2023-05-25,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5904,2,5
7606,2023-05-09,D,ERW_DBG72020110038,Reseller,Phuket,134349,MOBIL BRAKE FLUID DOT4 12X1L,3900,1,5
7607,2023-09-29,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,1644,1,9
7608,2023-05-09,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12/1,5004,1,5
7609,2023-09-29,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,3828,1,9
7610,2023-09-29,D,ERW_DBG72020110038,Reseller,Phuket,134349,MOBIL BRAKE FLUID DOT4 12X1L,1716,1,9
7611,2023-04-18,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,3696,2,4
7612,2023-09-29,D,ERW_DBG72020110038,Reseller,Phuket,145496,MOBIL DELVAC Legend 15W40 12/1,732,2,9
7613,2023-04-11,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,4344,1,4
7614,2023-12-20,D,ERW_DBG72020110038,Reseller,Phuket,145496,MOBIL DELVAC Legend 15W40 12/1,1740,2,12
7615,2023-03-11,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12/1,5052,1,3
7616,2023-03-11,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,2976,2,3
7617,2023-03-11,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,4560,1,3
7618,2023-03-08,D,ERW_DBG72020110038,Reseller,Phuket,143354,MOBIL SUPER 2000 10W-40 SG 12X1L/CAR,4872,2,3
7619,2023-02-28,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5772,2,2
7620,2023-02-28,D,ERW_DBG72020110038,Reseller,Phuket,142938,MOBIL DELVAC SUPER 1400 15W-40 12X1 LT CTN,3828,2,2
7621,2023-10-18,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,2712,2,10
7622,2023-02-22,D,ERW_DBG72020110038,Reseller,Phuket,143354,MOBIL SUPER 2000 10W-40 SG 12X1L/CAR,2472,2,2
7623,2023-02-17,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,4140,1,2
7624,2023-02-17,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12/1,4152,1,2
7625,2023-10-25,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12/1,2172,1,10
7626,2023-11-15,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5424,2,11
7627,2023-01-27,D,ERW_DBG72020110038,Reseller,Phuket,143099,MOBIL SUPER 1000 20W50(SN) 12/1,4344,1,1
7628,2023-11-15,D,ERW_DBG72020110038,Reseller,Phuket,145496,MOBIL DELVAC Legend 15W40 12/1,816,2,11
7629,2023-01-27,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12/1,4944,1,1
7630,2023-01-27,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,3168,1,1
7631,2023-01-27,D,ERW_DBG72020110038,Reseller,Phuket,143354,MOBIL SUPER 2000 10W-40 SG 12X1L/CAR,1752,2,1
7632,2023-11-15,D,ERW_DBG72020110038,Reseller,Phuket,145496,MOBIL DELVAC Legend 15W40 12/1,5076,2,11
7633,2023-11-22,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5388,2,11
7634,2023-12-06,D,ERW_DBG72020110038,Reseller,Phuket,145496,MOBIL DELVAC Legend 15W40 12/1,1812,2,12
7635,2023-08-09,D,ERW_DBG72020110038,Reseller,Phuket,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,912,2,8
7636,2023-02-01,D,ERW_DBG72020110044,Retails,Krabi,135872,MOBILUBE LS 85W-90 12X1LT,312,1,2
7637,2023-09-15,D,ERW_DBG72020110044,Retails,Krabi,135872,MOBILUBE LS 85W-90 12X1LT,1344,1,9
7638,2023-01-12,D,ERW_DBG72020110056,Retails,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,3036,1,1
7639,2023-11-17,D,ERW_DBG72020110063,Retails,Trang,145471,MOBIL DELVAC MODERN 10W-30 S DEF V2 CTN 12X1L:TH,2508,2,11
7640,2023-01-27,D,ERW_DBG72020110082,Reseller,Songkhla,140418,MOBIL 1 Turbo Diesel 5W-40 CTN 4X6L:TH,2028,10,1
7641,2023-02-22,D,ERW_DBG72020110082,Reseller,Songkhla,140523,MOBIL 1 0W-40 (SP) SG 12X1L/CAR,2820,10,2
7642,2023-02-22,D,ERW_DBG72020110082,Reseller,Songkhla,140527,MOBIL 1 5W-30 CTN 12X1L:SG,4212,10,2
7643,2023-02-25,D,ERW_DBG72020110082,Reseller,Songkhla,134348,MOBIL BRAKE FLUID 12X0.5 LT CTN,2700,1,2
7644,2023-04-20,D,ERW_DBG72020110082,Reseller,Songkhla,134349,MOBIL BRAKE FLUID DOT4 12X1L,3780,1,4
7645,2023-05-24,D,ERW_DBG72020110082,Reseller,Songkhla,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,5400,2,5
7646,2023-06-09,D,ERW_DBG72020110082,Reseller,Songkhla,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,4092,2,6
7647,2023-06-28,D,ERW_DBG72020110082,Reseller,Songkhla,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 12X1L/CAR,1248,2,6
7648,2023-10-12,D,ERW_DBG72020110082,Reseller,Songkhla,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,1128,1,10
7649,2023-04-06,D,ERW_DGVG2021110003,Reseller,Phangnga,140043,MOBIL ATF 3309 12/1,1800,1,4
7650,2023-02-02,C,ERW_C08P2020090174,Retails,Chiang Rai,141515,MOBIL DELVAC EXTRA LONG LIFIGHTER GREASE 1.8KGX6:SG,207,4,2
7651,2023-01-06,C,ERW_C08P2020090212,Retails,Nakhon Sawan,141515,MOBIL DELVAC EXTRA LONG LIFIGHTER GREASE 1.8KGX6:SG,82,4,1
7652,2023-12-12,A,ERW_A3GG2023090005,Retails,Pathum Thani,145826,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-30 4x4+1L/CAR,840,4,12
7653,2023-06-02,A,ERW_A4NT2022100001,Retails,Saraburi,145826,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-30 4x4+1L/CAR,8060,4,6
7654,2023-10-05,A,ERW_A4NT2022100001,Retails,Saraburi,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,8400,2,10
7655,2023-12-14,A,ERW_A6CB2023080007,Retails,Khon Kaen,135898,MOBIL LUBE HD 80W90 4/5,5840,1,12
7658,2023-03-27,A,ERW_A7UN2022110001,Retails,Si Sa Ket,143507,MOBIL SUPER 2000 10W40 4/4+1,1600,2,3
7659,2023-05-11,A,ERW_A8652021120007,Retails,Phra Nakhon Si Ayutthaya,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,1060,2,5
7660,2023-10-17,A,ERW_AAKA2023110002,Retails,Surin,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,9180,2,10
7661,2023-10-17,A,ERW_AAKA2023110002,Retails,Surin,145888,MOBIL SUPER EVERYDAY PROTECTION 20W-50 4x4+1L/CAR,200,1,10
7662,2023-07-06,A,ERW_ABQ12022120002,Retails,Pathum Thani,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,4420,2,7
7663,2023-12-14,A,ERW_ADG22021040116,Retails,Khon Kaen,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,9740,2,12
7664,2023-08-11,A,ERW_AHWO2020120009,Retails,Samut Prakan,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,8020,2,8
7665,2023-01-17,A,ERW_AI8N2021070001,Retails,Samut Prakan,135898,MOBIL LUBE HD 80W90 4/5,6380,1,1
7666,2023-01-11,A,ERW_AI8N2021070001,Retails,Samut Prakan,143507,MOBIL SUPER 2000 10W40 4/4+1,8520,2,1
7667,2023-07-05,A,ERW_AMBP2020110002,Retails,Bangkok,145826,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-30 4x4+1L/CAR,7600,4,7
7668,2023-04-18,A,ERW_AMBP2020110002,Retails,Bangkok,145826,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-30 4x4+1L/CAR,6720,4,4
7669,2023-01-11,A,ERW_AMBP2020110007,Retails,Bangkok,143586,MOBIL SUPER 3000 5W-40 CTN 4X4+1L:TH,800,4,1
7670,2023-09-12,A,ERW_AMBP2020110012,Retails,Bangkok,145888,MOBIL SUPER EVERYDAY PROTECTION 20W-50 4x4+1L/CAR,1240,1,9
7671,2023-09-12,A,ERW_AMBP2020110012,Retails,Bangkok,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,4160,2,9
7672,2023-05-12,A,ERW_AMBP2020110036,Retails,Bangkok,145888,MOBIL SUPER EVERYDAY PROTECTION 20W-50 4x4+1L/CAR,8080,1,5
7673,2023-08-29,A,ERW_AMBP2020110037,Retails,Bangkok,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,5700,2,8
7674,2023-12-14,A,ERW_AMBP2020110039,Retails,Bangkok,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,1100,2,12
7675,2023-05-15,A,ERW_AMBP2020110060,Retails,Bangkok,145828,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-40 4x4+1L/CAR,6960,4,5
7676,2023-12-20,A,ERW_AMBP2020110060,Retails,Bangkok,145826,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-30 4x4+1L/CAR,8040,4,12
7677,2023-04-21,A,ERW_AMBP2020110060,Retails,Bangkok,145828,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-40 4x4+1L/CAR,7180,4,4
7678,2023-02-20,A,ERW_AMBP2020110060,Retails,Bangkok,143586,MOBIL SUPER 3000 5W-40 CTN 4X4+1L:TH,1880,4,2
7679,2023-12-19,A,ERW_AMBP2020110060,Retails,Bangkok,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,4280,2,12
7680,2023-03-13,A,ERW_AMBP2020110060,Retails,Bangkok,143507,MOBIL SUPER 2000 10W40 4/4+1,560,2,3
7681,2023-03-07,A,ERW_AMBP2020110060,Retails,Bangkok,143586,MOBIL SUPER 3000 5W-40 CTN 4X4+1L:TH,4680,4,3
7682,2023-03-10,A,ERW_AMBP2020110060,Retails,Bangkok,143586,MOBIL SUPER 3000 5W-40 CTN 4X4+1L:TH,260,4,3
7683,2023-08-04,A,ERW_AMBP2020110060,Retails,Bangkok,145888,MOBIL SUPER EVERYDAY PROTECTION 20W-50 4x4+1L/CAR,7160,1,8
